SVSangle,Date
34.8753283446022,2020-06-29 09:36:39
37.0928372970415,2020-07-03 20:32:28
37.0136158549098,2020-11-05 09:02:12
17.453694132294,2020-01-16 11:36:52
7.81529354676688,2020-11-22 21:03:32
5.19442890773481,2020-01-22 20:55:20
19.0412307384394,2020-06-17 18:57:19
34.8753283446022,2019-12-02 20:18:33
37.4824114277185,2020-11-10 17:42:45
53.3658861240326,2020-11-23 07:13:45
22.7094175158062,2020-07-24 19:15:14
15.4752550891638,2020-11-13 17:35:13
17.981429696964,2019-11-30 13:39:30
37.4824114277185,2020-07-26 16:01:19
18.5116499544974,2020-06-22 08:28:59
7.81529354676688,2020-06-29 17:50:48
16.260204708312,2020-06-18 15:53:03
18.9432630612515,2021-02-11 10:41:45
37.4824114277185,2020-11-19 09:19:13
34.8753283446022,2020-11-19 10:06:49
45,2020-12-02 11:59:12
32.1581037158278,2020-10-20 07:12:51
7.81529354676688,2019-11-30 09:06:29
37.4824114277185,2020-11-09 08:17:11
7.81529354676688,2020-11-22 17:37:08
7.81529354676688,2019-12-22 04:43:35
7.81529354676688,2019-12-04 10:01:39
37.4824114277185,2019-11-29 19:31:36
37.4824114277185,2021-05-02 13:21:14
38.4959894595683,2020-03-25 11:29:00
32.5628654598417,2019-12-03 16:31:07
37.4824114277185,2020-04-16 09:59:28
31.8551323824493,2019-12-02 15:02:10
23.355564859286,2019-12-06 15:27:16
37.0136158549098,2019-12-11 19:20:18
11.6802601485663,2020-11-19 10:40:43
26.8725389916558,2019-12-09 15:38:21
37.4824114277185,2020-11-09 12:46:15
33.084852928735,2020-12-05 22:09:17
37.4824114277185,2020-11-09 09:50:36
32.5628654598417,2021-01-05 22:38:36
7.81529354676688,2020-12-19 13:38:23
51.1213674266183,2020-11-10 07:53:37
7.81529354676688,2020-11-15 11:24:56
19.1601731219813,2020-11-20 11:05:17
45,2020-02-10 20:39:53
34.8753283446022,2020-11-10 16:43:37
7.81529354676688,2020-04-18 16:29:32
7.81529354676688,2020-01-16 20:28:38
37.4824114277185,2019-11-30 08:55:40
37.4824114277185,2019-12-02 19:47:01
28.7261306653044,2020-06-29 08:00:09
61.3895403340348,2020-11-11 11:59:55
18.434948822922,2021-01-30 11:38:47
7.81529354676688,2020-07-02 20:39:19
17.1427819366721,2020-01-23 18:23:50
14.203937953514,2020-11-19 16:23:36
34.8753283446022,2019-12-02 13:10:10
36.4444417565871,2019-11-29 17:38:25
14.203937953514,2020-01-17 08:06:50
37.4824114277185,2021-02-03 09:46:17
-7.81529354676688,2019-12-04 17:34:20
27.4835421015562,2019-12-03 11:53:19
21.5014343240479,2020-11-01 09:58:47
37.4824114277185,2020-01-19 13:32:28
40.072890052351,2020-06-23 17:55:54
6.76617482255306,2020-01-24 10:32:26
37.4824114277185,2020-11-18 22:20:57
35.0115351090823,2019-12-03 07:25:10
34.4026648549764,2020-11-10 15:09:44
28.1416012322617,2020-03-13 11:39:55
18.1455786594814,2019-12-02 19:25:37
33.084852928735,2020-06-25 20:07:27
34.8753283446022,2021-03-07 20:43:10
28.5544155565034,2020-01-17 18:34:57
21.1612598168283,2019-12-03 16:13:25
37.4824114277185,2020-04-03 15:21:40
28.4777430083595,2020-02-12 18:02:14
45,2020-02-13 15:49:49
34.8753283446022,2020-01-16 14:13:41
7.81529354676688,2020-11-05 17:54:52
7.81529354676688,2020-06-21 18:44:41
23.7236584299043,2019-12-03 13:31:57
34.249033006812,2020-04-17 10:20:30
27.6720782227588,2020-06-24 16:21:20
26.8725389916558,2020-10-31 14:10:25
7.81529354676688,2020-11-15 11:41:44
12.8243981022352,2019-12-01 09:43:57
32.1581037158278,2020-03-19 14:35:36
30.7932338822396,2020-02-24 17:20:04
32.5628654598417,2021-01-29 09:02:28
7.81529354676688,2020-06-30 19:21:16
38.4373014910625,2020-06-25 19:29:05
45,2020-08-01 09:48:24
7.81529354676688,2019-12-03 16:18:44
7.81529354676688,2020-11-16 18:49:15
46.3971810272964,2019-12-25 18:24:48
23.7236584299043,2021-06-18 08:39:35
34.8753283446022,2020-01-25 18:25:13
37.4824114277185,2020-06-22 12:16:35
7.9304662996316,2020-01-25 08:40:42
